episode,username,comment,quoted_user,quoted_text,join_date,post_num
Ep1,badabass,"Finally have a chance to witness this slideshow anime.

Op looking uninterested already with those visual, smh.

Rin focus kinda become the interest reason to moving forward, and then i remind myself, visual isn't looking good after several part ahead again...

Oh well, vibe still blue-lock-ish tho, with Ego talk shit coaching all those diamonds in tough. But idk why something lack really felt absolute after this first episode. Heard the bombastic part isn't coming yet, against the u-20 team. So i might be patient, and see how this second season of blue lock goes from this uninterested premiere. Let's see next.   Hide and seek is the best offline games on this fatamorgana-called-world-thing. Please comment nicely. I am newbie here.
 
I'm level  on mal-badges. View my badges ",,,Feb-20,9486.0
Ep14,hich4n_,"Finally some good animation.

Lovely ending seeing Isagi make use of luck and flow to score a sick goal to win the unwinnable!

But.

Unless any sensible higher ups at a studio are willing to give us a quality season 3, don't even bother and instead go tarnish the name of some other show, thanks.",,,Nov-22,586.0
Ep6,ToumaTachibana,"Finally that filler arc is over. The Animation is still bad sadly. I wonder why they just don't kick Shidou out of Blue Lock, he's just Barou bad written lol

@ramenyst @Softhenic03 I think y'all took it too seriously. ""Age"" makes no sense to Anime characters so trying to apply irl logic to Oliver is just a waste of time lol.ToumaTachibanaNov 13, 2024 9:38 AMBANZAI NIPPON. Nippon is the Land of freedom. Nippon is the Land of Peace. Nippon is the Land of Justice and Prosperity.

In Nippon, we trust.

We love Nippon, we love Anime. Anime love us, Nippon love us. 日本",,,Aug-17,12057.0
Ep6,Elyshion,"Finally the match against Japan U20 starts! This is the best ""animation"" yet! I can feel all the tension for their first match together! The CGI did a great job!",,,Nov-17,680.0
Ep4,Nerdason,"Finally we have an episode where there are not so many slides in the animation

Absolute cinema ✋😮🤚
  ",,,Feb-20,1337.0
Ep13,Narizor,"Finally, Bachira had his moment of glory! Unfortunately, Sendou managed to block the goal; even he has improved during this match: he no longer dreams of dating an idol, but now aspires to a Hollywood actress.

With only one episode left, I highly doubt that Isagi won't score his goal. Before, I would have thought that Rin would score the winning goal, but after this episode, which focused on his struggle to surpass his brother, his morale seems to have taken a hit. He even seems to be frustrated with Isagi after Sae praised him. Who knows, though? This could be the trigger for Rin's awakening and his chance to beat Sae.",,,Jul-22,1357.0
Ep7,SHQKIN,"Finally, its what we've been waiting for",,,Oct-21,5.0
Ep14,Amadeiro,"Finally, the management of 8bit, in two and a half months was able to get out of the slop that was poured on them and still deigned to take care of the damage control and issue a few awards and hire outsourcers to get the framerate up to Stalker 2 levels (but still, freeze frames are not a bug, but a feature).",,,Nov-16,418.0
Ep14,6Instigator9,"Fire, Animation picked up drastically and every scene felt cinematic",,,Jan-21,2.0
Ep1,ayh-310,First Ep provides a great introduction for U20 match!,,,Apr-24,2.0
Ep1,Truesavage77,First episode already makes me forget about that mostly underwhelming summer lineup of shows lmao. ,,,Feb-23,32.0
Ep9,rasterman7,"First half is over and, as anyone would have predicted, Shidou will come in as a substitution probably to replace that striker who wasn't able to score. We got to see a glimpse of the Itoshi's childhood and Sae has really been a pretentious dickhead all his life. Sure, he's a really good player but you could be a little bit less of an asshole, right? Look at Messi for example.

Anyways, Sae went to Madrid aka the best team in the history of fooball (side note: the same one that during certain years got pummeled by Messi) with a weird crest (it looks like the Weasleys' crest from HP) and realized he wasn't the best in the world (no shit Sherlock). So instead of fighting for it he decided to change positions, which really isn't bad as realistically it happens all the time. But for how simp of a man Rin was to him this immediately felt like a betrayal and decided to crush him.

Ok, so his whole motivation was to just show him that he had to be a striker instead of a center fielder and that he was wrong in not continuing his pursuit? How dumb. Whatever, at least Hyoma's sister looks cute (highlight of the episode).⠓⠥⠍⠁⠝⠊⠞⠽ ⠞⠓⠗⠕⠥⠛⠓ ⠎⠕⠍⠑ ⠎⠞⠥⠏⠊⠙⠊⠞⠽⠂ ⠎⠕⠍⠑ ⠺⠊⠇⠇ ⠎⠅⠊⠏ ⠺⠁⠎⠓⠊⠝⠛ ⠞⠓⠑⠊⠗ ⠓⠁⠝⠙⠎ ⠁⠝⠙ ⠑⠝⠙ ⠥⠏ ⠗⠥⠊⠝⠊⠝⠛ ⠊
⠞ ⠋⠕⠗ ⠑⠧⠑⠗⠽⠕⠝⠑
⠎⠓⠊⠊⠅⠕ ⠁⠕⠎⠕⠊⠂ ⠼⠃⠼⠚⠼⠁⠼⠓",,,Jul-20,2185.0
Ep1,Vivid7-0-7,"First off the animation looks great so far. Loved the opening, the vibrant visuals looked cool. Can't wait for the Blue lock v Japan match its gonna be crazy. Also liked seeing Oliver character design.",,,Jul-22,71.0
Ep1,SouthRzVa,Football has never felt this edgy and gay before... and so Blue Lock is back. To think this received a second season and Ao Ashi didn't is crazy.★ Anime List★ Manga List,,★ Profile,Jul-16,9146.0
Ep14,Amadeiro,"Football in a nutshell. All you have to do is score the winning goal and you're the MVP, I'd be mad if I were Saechin, Rinchin or Nagichin.
Lil bro waited 90 minutes for a random rebound, even Barou's kyun kyun goal was more creative.",,,Nov-16,418.0
Ep12,KANLen09,"For the time since he's young, Oliver Aiku has had the time to think through his plans as a soccer player, and just like Sae wanting to become the best midfielder, Oliver is the same being the defender, and that gives enough space to do their finale requiem: the Quick Counter.

Despite their best efforts, the U-20s getting underpinned by Reo imitating Nagi's move to counter the counter, and the ball with Isagi for Barou to create his own path, then back at Karasu and Nagi to create the assist, the one spot that he didn't calculate was Sae to seal the goal. And despite the counter, Rin coming for the assist, though Barou taking it in with the chances that he has to equalize the game again, it's his obsession of both Isagi and Rin's play that ultimately sealed the deal.

The final minutes of the match, who will the goddess of luck side towards?",,,Jul-17,16503.0
Ep10,ShadowkillZ,"Forget about chemical reaction, Shidou just bust one out after 1 goal lmaoooo XD

Damn, it's quite heartbreaking to see Chigiri get substitued out like that just because he overexerted his legs until it cramped. He's definitely Blue Lock's prime speedster, but he's gotta up his endurance after all the time he shackled his speed. Let your tears of frustration fuel your endless pursuit of excellence.

Aw, hell yeah, Hiori is in, and so is Reo. These two make incredible wingers and defenders, respectively. Especially with both of them possessing really high football IQ. At this point both Blue Lock and Japan U20 is tied in performance level, but the first to synergize their flow will crreate the chemical reaction to another goal.",,,Mar-16,4004.0
Ep3,davidyodo24,"Frame Lock is back again!!
Seriously whoever is the director should be ashamed on himself.
You called this a finished product?

It's a little bit better than episode 2, but still the bar was very low.",,,Oct-19,7615.0
Ep3,cableguyjay,"Frame Lock.
The powerpoint presentation about Soccer
",,,Oct-22,533.0
Ep3,RioFS,"From frames per second to seconds per frame, wow. 



",,,May-21,60046.0
Ep7,landofthekwt,G-o-o-o-o-o-l Goal Goal Goal,,,Mar-15,14266.0
Ep8,yellowheartren,"GO! CHIGIRI-OUJO-SAMA!!! 👏🏻🔥
Damn. I love seeing that man in action. 😍 Slideshow or not, that was perfect.

Simping aside, I gotta agree the favouritism is obvious (been so since the movie at least but hey, at least he says it himself: this is cringe - self-aware much?), and indeed- the bodies, man, the bodies! All those delicious closeups and fanservice-bait really made this series stand out, but they really have been gone since the game started. At least. Which only compounds the whole slideshow-with-particle-effects change, with the random occasional CGI legs/feet/shoes (seriously, Blaze Battle, anyone?)... which are like. Why. It's weird as hell. Seriously, one could watch basically this entire season via screencaps alone and they wouldn't be missing... anything, really. And that's on top of pacing that's still abysmal. They stepped on the field at like... three quarters? of ep6, now we're at halftime at the end of ep8. With almost half the season still to go. What even.

But hey. At least Shidou foreshadowing, because we really need that reject. Gah.yellowheartrenNov 23, 2024 8:04 AM",,,Oct-09,775.0
Ep14,crabbyShinobi,GOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAL!,,,Nov-22,20.0
Ep14,Dcnunes22,"GOAT episode, GOAT anime, GOAT goal, ISAGI YOICHI GOAT",,,Jul-22,5.0
Ep1,Jiri-san,"GOATED EP, GOATED FIRST EP, GOTTA BE THE BEST ANIMATION THEY'VE DONE!",,,Sep-21,9.0
Ep14,zeronine7,GOOOOOOOOAAAAAAAALLLLLLLLLLLLLL,,,Jun-19,4.0
Ep12,Ashhk,"Gagamaru stopping the goal was insane, and now we got a goal from Barou it was awesome, I thought for a sec it was allowed to take off your shirt in this anime lmao, anyway now they tied the score so the match is still as tense as ever",,,Apr-18,35506.0
Ep8,ratecutsplease,"Glad to see more and more of the blue lock players contributing to the game. Now when is my boy Isagi going to get his goal, probably when they need him it will be the Isagi-Rin combo.",,,May-24,32.0
Ep11,TheSelleri,Glad to see the KING subbed in. Hopefully that mess up is just the beginning of his domination.,,,Sep-16,1189.0
Ep14,phantomic109,"Goal and celebration scenes were handled very well, the hype was super strong!

But honestly my favourite part is that Kunigami is returning. Best character is back!!



""Truth is always a cruel thing.""
",,,Jul-20,733.0
Ep11,Nisanto,Goal was phenomenal but still corners were cut on the movement. The episode has good art but lacks animation.,,,Feb-22,8.0
Ep12,SenpaiTM,"Goal, goal, goal.
Lets go!⡏⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣿
⣿⠀⠀⠀⠈⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠁⠀⣿
⣿⣧⡀⠀⠀⠀⠀⠙⠿⠿⠿⠻⠿⠿⠟⠿⠛⠉⠀⠀⠀⠀⠀⣸⣿
⣿⣿⣷⣄⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿
⣿⣿⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣴⣿⣿⣿⣿
⣿⣿⣿⡟⠀⠀⢰⣹⡆⠀⠀⠀⠀⠀⠀⣭⣷⠀⠀⠀⠸⣿⣿⣿⣿
⣿⣿⣿⠃⠀⠀⠈⠉⠀⠀⠤⠄⠀⠀⠀⠉⠁⠀⠀⠀⠀⢿⣿⣿⣿
⣿⣿⣿⢾⣿⣷⠀⠀⠀⠀⡠⠤⢄⠀⠀⠀⠠⣿⣿⣷⠀⢸⣿⣿⣿
⣿⣿⣿⡀⠉⠀⠀⠀⠀⠀⢄⠀⢀⠀⠀⠀⠀⠉⠉⠁⠀⠀⣿⣿⣿
⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿",,,May-21,1232.0
Ep14,Dudi4PoLFr,"God damn, the pure Hype! If only the whole match could get that level of animation it would be an instant 11/10.

Genuinely I don't know how to score the S2. The ""story"" and characters development are S-Tier but I can't forgive the power point slides for 80% of the main match.

Let's hope that they will have more time and resources for the S3+

",,,Jan-17,643.0
Ep10,Nerdason,"God forgive me, but...
  ",,,Feb-20,1337.0
Ep12,TheProHarambe,God if only there was actually animation it would be a banger,,,Sep-20,40.0
Ep3,YagamiLight_1212,"God, I really wanted to defend this series because of how much I love it, but it is tanking so hard.",,,Feb-21,609.0
Ep13,SouthRzVa,"Going from gravure idols to Hollywood actresses. Truly the epitome of character development.

Good. They realized they had Bachira on the field. Why didn't the team use him more? I will never know.

And there goes our best chance of having Rin realizing football is a team sport. We will get him next time, boys.★ Anime List★ Manga List",,★ Profile,Jul-16,9146.0
Ep14,Refferences,"Good Story And Mid animation but still good tho im not hating it
",,,Aug-24,2.0
Ep5,hich4n_,"Good ep, better than the ones where they actually play football lol.",,,Nov-22,586.0
Ep4,Jam15,Good episode about the other characters,,,Apr-19,68.0
Ep8,XtraFlavour,Good episode nice tension ,,,Dec-18,45.0
Ep2,Ba-Cii10,"Good episode, as always it's a pleasure to listen to Isagi's inner monologues and his great enlightenments are satisfying. It's a shame the animation is so average/hopeless, it's literally a slide show... xD
3/5",,,Nov-20,986.0
Ep1,SenpaiTM,"Good episode, i like the colours alot.⡏⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣿
⣿⠀⠀⠀⠈⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠁⠀⣿
⣿⣧⡀⠀⠀⠀⠀⠙⠿⠿⠿⠻⠿⠿⠟⠿⠛⠉⠀⠀⠀⠀⠀⣸⣿
⣿⣿⣷⣄⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿
⣿⣿⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣴⣿⣿⣿⣿
⣿⣿⣿⡟⠀⠀⢰⣹⡆⠀⠀⠀⠀⠀⠀⣭⣷⠀⠀⠀⠸⣿⣿⣿⣿
⣿⣿⣿⠃⠀⠀⠈⠉⠀⠀⠤⠄⠀⠀⠀⠉⠁⠀⠀⠀⠀⢿⣿⣿⣿
⣿⣿⣿⢾⣿⣷⠀⠀⠀⠀⡠⠤⢄⠀⠀⠀⠠⣿⣿⣷⠀⢸⣿⣿⣿
⣿⣿⣿⡀⠉⠀⠀⠀⠀⠀⢄⠀⢀⠀⠀⠀⠀⠉⠉⠁⠀⠀⣿⣿⣿
⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿",,,May-21,1232.0
